,id,qid1,qid2,Clean_q1_lem,Clean_q2_lem,is_duplicate,q1_len,q2_len,q1_num_words,q2_num_words,word_common,word_total,word_share,cwc_min,cwc_max,csc_min,csc_max,ctc_min,ctc_max,last_word_eq,first_word_eq,abs_len_diff,mean_len,longest_substr_ratio,fuzz_ratio,fuzz_partial_ratio,token_sort_ratio,token_set_ratio
329198,329198,455833,455834,what is the difference between hss and carbide tools,what is the difference between hss and solid carbide tools,0,52,58,9,10,9,19,0.47,0.999980000399992,0.8333194446759221,0.9999750006249845,0.9999750006249845,0.9999888890123443,0.8999910000899991,1,1,1,9.5,0.7222222222222222,95,89,95,100
273820,273820,38585,224752,which are the best headphones to buy under rs 2k in india,which are some very good headphones under rs 2k,1,57,47,12,9,6,21,0.29,0.5999880002399952,0.4285653062099113,0.49998750031249223,0.3999920001599968,0.5555493827846357,0.4166631944733794,0,1,3,10.5,0.27450980392156865,70,76,69,82
375869,375869,65240,33064,which are the best books for iit jam mathematics,what are the best books for preparation of iit jam mathematics,1,48,62,9,11,8,20,0.4,0.49999166680555324,0.4285653062099113,0.9999666677777407,0.7499812504687383,0.6666592593415629,0.545449586821938,1,0,2,10.0,0.48,82,61,82,93
16144,16144,30793,30794,group sex  what is it like to have an orgy,what is an orgy party,0,42,21,11,5,4,16,0.25,0.3333222225925802,0.1999960000799984,0.9999500024998749,0.3999920001599968,0.5999880002399952,0.2999970000299997,0,0,5,7.5,0.34782608695652173,48,58,55,83
35792,35792,65357,65358,what are some ways to improve performance management systems,what is the optimal way for organizations to implement a performance management system,0,60,86,9,13,4,22,0.18,0.49999166680555324,0.37499531255859303,0.3333222225925802,0.1999960000799984,0.4444395062277086,0.3076899408466089,0,1,4,11.0,0.4838709677419355,71,71,67,70
375976,375976,373932,507076,where can i download chaayam poosiya veedu  the painted house  malayalam movie for free,which is the best site to download malayalam movie,0,87,50,16,9,4,24,0.17,0.3333277778703688,0.16666527778935175,0.0,0.0,0.2222197531138543,0.14285612245626816,0,0,5,11.5,0.3076923076923077,45,53,58,72
255486,255486,370398,370399,why do we appreciate art,do dogs appreciate art,0,24,22,5,4,3,9,0.33,0.6666444451851604,0.49998750031249223,0.0,0.0,0.49998750031249223,0.3999920001599968,1,0,1,4.5,0.6666666666666666,78,83,78,87
50876,50876,33378,78899,how can the drive from edmonton to auckland be described  and how do these cities  attractions compare to those in victoria,how can the drive from edmonton to auckland be described  and how do these cities  attractions compare to those in windsor,1,123,122,23,23,19,40,0.48,0.8888790124554172,0.8888790124554172,0.999990909173553,0.999990909173553,0.9047575963923982,0.9047575963923982,0,1,0,21.0,0.9274193548387096,96,96,96,96
92433,92433,154748,154749,why kanyakumari girls looks black and ugly,why do white people and black americans make fun of khan actors for their short height  malnourished physique and ugliness  do they really look like beggars abroad or do they signify a poor india,0,42,195,7,36,3,38,0.08,0.3333277778703688,0.08695614366894057,0.9999000099990001,0.124998437519531,0.4285653062099113,0.0882350346028394,0,1,27,20.5,0.18181818181818182,18,37,26,47
276650,276650,395645,98797,why are manga read from right to left  how does this affect reading them,where can i read one piece manga online,0,72,39,15,8,2,23,0.09,0.14285510206997043,0.11110987655692715,0.0,0.0,0.124998437519531,0.07142806122813408,0,0,6,11.0,0.14634146341463414,32,38,29,41
273416,273416,366112,106089,what is the claim made that turkey is planning an intervention of syria,does it seem like turkey will invade kurdish areas of syria,1,71,59,13,11,3,23,0.13,0.28571020413994086,0.249996875039062,0.3333222225925802,0.1999960000799984,0.272724793410969,0.23076745563495665,1,0,2,12.0,0.16393442622950818,49,52,49,52
385687,385687,517844,517845,what are the similarities in the life style of the humor shskarvals of jammu and kashmir and gandhi paradise,is it a condition for the major powers to intervene in any conflict  the natives of that particular country have to raise up first,0,108,130,19,25,3,38,0.08,0.0,0.0,0.5999880002399952,0.272724793410969,0.1578939058215483,0.1249994791688368,0,0,5,21.5,0.05454545454545454,31,33,39,36
184834,184834,282290,282291,can we donate blood after getting a tattoo,can we donate blood after tattoo,1,42,32,8,6,6,14,0.43,0.9999750006249845,0.7999840003199936,0.9999500024998749,0.6666444451851604,0.9999833336111065,0.7499906251171861,1,1,2,7.0,0.7647058823529411,86,85,86,100
131073,131073,210234,210235,what is it like to be prom king or queen,what percent of high school prom and homecoming kings and queens are elected as jokes,0,40,85,10,15,2,24,0.08,0.3999920001599968,0.19999800001999982,0.0,0.0,0.19999800001999982,0.13333244445037035,0,1,5,12.5,0.14285714285714285,40,46,50,51
22548,22548,42300,42301,do you think there is one out there waiting for you,which are the best jee main  2018  coaching classes in delhi for droppers,0,51,73,11,15,1,23,0.04,0.0,0.0,0.24999375015624611,0.1999960000799984,0.090908264470323,0.07692248521165222,0,0,2,12.0,0.09433962264150944,31,37,30,32
402071,402071,328091,7742,how do i feel peace,how do i reach destination peace,1,19,32,5,6,4,11,0.36,0.5999880002399952,0.5999880002399952,0.0,0.0,0.5999880002399952,0.49999166680555324,1,1,1,5.5,0.3333333333333333,67,60,55,85
341088,341088,92826,135854,what is the best question one has ever come across in quora,what was the best quora question ever,1,59,37,12,7,6,19,0.32,0.5999880002399952,0.37499531255859303,0.49997500124993743,0.24999375015624611,0.5714204082798817,0.3333305555787035,0,1,5,9.5,0.28205128205128205,60,76,69,94
362266,362266,492176,355100,what is the best synthesizer software,what is the best synthesizer,0,37,28,6,5,5,11,0.45,0.6666444451851604,0.49998750031249223,0.9999500024998749,0.9999500024998749,0.7999840003199936,0.6666555557407376,0,1,1,5.5,0.9333333333333333,86,97,86,100
265530,265530,382530,382531,how much money should players start with in monopoly,how do you distribute money in monopoly,0,52,39,9,7,4,16,0.25,0.7499812504687383,0.49999166680555324,0.3333222225925802,0.3333222225925802,0.5714204082798817,0.4444395062277086,1,1,2,8.0,0.3170731707317073,51,55,55,70
109395,109395,179550,179551,what was hitler s opinion of private gun ownership,coming from the uk  i just do not understand why people need guns  what would those in favor do to convince me of the  any  need to own guns,0,50,140,9,33,2,34,0.06,0.1666638889351844,0.07692248521165222,0.49997500124993743,0.08333263889467588,0.249996875039062,0.07142831632744169,0,0,20,18.0,0.11538461538461539,25,37,27,32
128783,128783,83890,207024,does magic really exist in the world,is magic for real,1,36,17,7,4,1,11,0.09,0.3333222225925802,0.1999960000799984,0.0,0.0,0.24999375015624611,0.14285510206997043,0,0,3,5.5,0.42105263157894735,45,67,57,57
304388,304388,427634,427635,what is the difference between a ccna and a ccnp,can i do ccnp security after ccna r s,0,48,37,10,9,2,18,0.11,0.24999375015624611,0.1666638889351844,0.0,0.0,0.124998437519531,0.09999900000999991,0,0,2,9.0,0.15384615384615385,38,33,49,51
314267,314267,438982,438983,what is the best way to lease a car,what is a car lease,0,35,19,9,5,5,14,0.36,0.3333222225925802,0.1999960000799984,0.9999500024998749,0.49998750031249223,0.5999880002399952,0.33332962967078145,0,1,4,7.0,0.38095238095238093,59,55,70,100
342675,342675,470685,470686,how do ceos live if they only have a one dollar annual salary,are ceos worth millions of dollars,0,61,34,13,6,1,19,0.05,0.1999960000799984,0.14285510206997043,0.0,0.0,0.1666638889351844,0.07692248521165222,0,0,7,9.5,0.19444444444444445,38,49,46,46
216688,216688,322886,322887,my university does not admit international students  what are the steps to get them admitted,what does it mean for you if the rest of the phd applicants at a university are getting their decisions  both admits and rejects   while you are still waiting to hear from them,0,92,176,16,36,8,47,0.17,0.2222197531138543,0.13333244445037035,0.6666555557407376,0.2666648889007407,0.399997333351111,0.18181763085566405,0,0,18,24.0,0.1276595744680851,40,46,45,57
233017,233017,81290,343150,how you feel when you graduate late than your friends,how would you feel if your girlfriend earns more degrees  salary  respect  friends   status than you,0,53,100,10,21,6,25,0.24,0.3999920001599968,0.16666527778935175,0.7499812504687383,0.5999880002399952,0.4999950000499995,0.29411591696519435,0,1,7,13.5,0.18181818181818182,43,48,59,76
156494,156494,60446,128884,what are the pros and cons in the various sectors of the indian economy by banning indian rupees of 500 and 1k notes  what lead to this short notice by pm narendra modi,what are the pros and cons of banning currency notes of 500 and 1k in india,1,168,75,34,16,12,41,0.29,0.6666592593415629,0.3333314814917695,0.999980000399992,0.6249921875976551,0.6874957031518553,0.3333323232353841,0,1,17,24.5,0.34177215189873417,53,60,59,88
146808,146808,7168,8067,how can i increase traffic very soon on my blog,how can i increase the traffic on my website  jeenkart com,1,47,58,10,12,7,22,0.32,0.6666555557407376,0.6666555557407376,0.7499812504687383,0.7499812504687383,0.6999930000699993,0.6999930000699993,0,1,0,10.0,0.40816326530612246,67,73,67,81
143816,143816,227768,227769,why do boils form on the inner thigh when you are overweight,why does the skin of a chicken contract when you pour boiling water on it,0,60,73,12,15,5,27,0.19,0.1666638889351844,0.124998437519531,0.6666555557407376,0.5714204082798817,0.4166631944733794,0.33333111112592584,0,1,3,13.5,0.16129032258064516,50,52,56,51
383021,383021,514934,514935,why is this world so cruel,why is the world so cruel sometimes,1,26,35,6,7,5,13,0.38,0.6666444451851604,0.49998750031249223,0.6666444451851604,0.6666444451851604,0.6666555557407376,0.5714204082798817,0,1,1,6.5,0.5357142857142857,79,89,79,89
259692,259692,375503,29327,how do i write an essay in english effectively,how do i write an essay,1,46,23,9,6,6,15,0.4,0.7499812504687383,0.49999166680555324,0.9999500024998749,0.6666444451851604,0.8333194446759221,0.5555493827846357,0,1,3,7.5,0.92,67,96,67,100
98463,98463,163610,917,what do i need to start selling in amazon,how do i start selling on amazon,0,41,32,9,7,5,16,0.31,0.7999840003199936,0.6666555557407376,0.49997500124993743,0.3333222225925802,0.7142755103498521,0.5555493827846357,1,0,2,8.0,0.4411764705882353,79,76,74,88
324251,324251,31174,792,what is good song for a best friend lyric prank,what is a good song to lyric prank your best friend,1,47,51,10,11,9,21,0.43,0.5714204082798817,0.5714204082798817,0.49997500124993743,0.24999375015624611,0.5555493827846357,0.454541322351615,0,0,2,10.0,0.25,68,64,82,93
168480,168480,260966,260967,how is it to work at coal india limited as a civil engineer,what is your experience of working as civil engineer in india,0,59,61,13,11,5,24,0.21,0.1666638889351844,0.14285510206997043,0.3999920001599968,0.3333277778703688,0.272724793410969,0.23076745563495665,0,0,2,12.0,0.2459016393442623,55,53,57,61
157173,157173,99164,166961,why are the media biased against donald trump,why the media are so biased agianst donald trump,1,45,48,8,9,7,17,0.41,0.999980000399992,0.8333194446759221,0.6666444451851604,0.6666444451851604,0.874989062636717,0.7777691358984901,1,1,1,8.5,0.3617021276595745,86,83,95,95
40067,40067,72548,72549,where can i get different types of moving services in central coast,where can i get full range of removal services in central coast,1,67,63,12,12,9,24,0.38,0.6666592593415629,0.6666592593415629,0.9999666677777407,0.9999666677777407,0.7499937500520829,0.7499937500520829,1,1,0,12.0,0.4153846153846154,78,77,72,82
63510,63510,110519,110520,why is india so jealous of pakistan cpec s great success,china and pakistan have proposed to india to join the cpec  should india join this project,0,56,90,11,17,3,25,0.12,0.28571020413994086,0.249996875039062,0.0,0.0,0.19999800001999982,0.12499921875488279,0,0,6,13.0,0.1724137931034483,36,39,46,51
194015,194015,14063,294096,what is the deep dark web and how do you access it,should i be worried about the stuff that i see around the  dark deep web,0,50,72,12,16,4,26,0.15,0.0,0.0,0.24999375015624611,0.1666638889351844,0.090908264470323,0.07142806122813408,0,0,3,12.5,0.09615384615384616,33,38,56,63
322820,322820,1373,64820,which are the best movies of 2016,which is your favourite film in 2016,1,33,36,7,7,2,14,0.14,0.49998750031249223,0.49998750031249223,0.0,0.0,0.28571020413994086,0.28571020413994086,1,1,0,7.0,0.17142857142857143,49,44,46,58
251165,251165,365218,365219,atomic structure  the solar system  the milky way are all planar  therefore the universe is planar  anything in motion has one predominant direction and observations indicate universe to be expanding  is this expansion more flat in nature,if you were at the expanding edge of the universe  and observing the expansion  what would you see,0,238,98,42,20,6,48,0.12,0.0,0.0,0.28571020413994086,0.181816528940646,0.11111049383058984,0.054053907962410906,0,0,19,27.5,0.13,39,42,43,60
287898,287898,122355,408745,why does bad is bad and good is good,what is  bad,0,36,12,9,4,2,10,0.2,0.0,0.0,0.9999000099990001,0.3333222225925802,0.3333222225925802,0.11110987655692715,0,0,6,6.0,0.26666666666666666,33,57,38,71
97994,97994,101428,36244,what is the best answer of  why should i hire you,what was the best answer for  why we can hire you,1,49,49,12,12,8,24,0.33,0.8333194446759221,0.7142755103498521,0.24999375015624611,0.1999960000799984,0.545449586821938,0.545449586821938,1,1,0,11.0,0.34615384615384615,82,80,71,81
386063,386063,242778,518235,what are some motivational pics that inspire you,what are some motivational pictures that inspires you,1,48,53,8,8,6,16,0.38,0.5999880002399952,0.5999880002399952,0.9999666677777407,0.9999666677777407,0.7499906251171861,0.7499906251171861,1,1,0,8.0,0.6,95,90,95,95
351268,351268,480097,480098,what is the iupac name for ch3_ch_ ch_ ch3 ch3 ch3,what is the iupac name of ch3ch ch3  ccl c ch3  ch ch3  2,0,50,57,11,17,6,22,0.27,0.4285653062099113,0.4285653062099113,0.6666444451851604,0.6666444451851604,0.4999950000499995,0.454541322351615,0,1,1,10.5,0.4423076923076923,79,65,77,77
331110,331110,457961,457962,what is the difference between netherlands dutch and belgium dutch language,what is the main difference between belgian dutch and the dutch spoken in the netherlands,1,75,89,11,15,8,22,0.36,0.3333277778703688,0.28571020413994086,0.7499812504687383,0.7499812504687383,0.454541322351615,0.35714030614067044,0,0,3,12.5,0.2597402597402597,50,71,81,84
348825,348825,477423,477424,how will the venus antar be for me in moon mahadasha,what effect will sun mahadasha have on me if my sun is in the first house in aries,0,52,82,11,18,5,27,0.19,0.0,0.0,0.6666555557407376,0.4444395062277086,0.363633057881292,0.22222098766117968,0,0,7,14.5,0.2037037037037037,28,34,60,63
150357,150357,236658,236659,what are the powers of the legislative branch,what are the three powers of the legislative branch,1,45,51,8,9,7,15,0.47,0.9999750006249845,0.7999840003199936,0.9999666677777407,0.9999666677777407,0.874989062636717,0.7777691358984901,1,1,1,8.5,0.7446808510638298,94,87,94,100
